strategy,nframes,ablation,index,instance_id,video_path,question,gold,model_output,extracted,correct,frame_indices,f2c_scales,error,pred_file,duration,task_type
uniform,16,none,0,,videos/fFjv93ACGo8.mp4,"When demonstrating the Germany modern Christmas tree is initially decorated with apples, candles and berries, which kind of the decoration has the largest number?
A. Apples.
B. Candles.
C. Berries.
D. The three kinds are of the same number.",c,"Based on the historical context of the German Christmas tree (which is depicted in the artistic illustration at 00:29), the decoration with the largest number is:

**A. Apples.**",a,0,,,,gemma4it_vmme_uniform16.json,short,Counting Problem
uniform,16,none,1,,videos/fFjv93ACGo8.mp4,"What is the genre of this video?
A. It is a news report that introduces the history behind Christmas decorations.
B. It is a documentary on the evolution of Christmas holiday recipes.
C. It is a travel vlog exploring Christmas markets around the world.
D. It is a tutorial on DIY Christmas ornament crafting.",a,A,a,1,,,,gemma4it_vmme_uniform16.json,short,Information Synopsis
uniform,16,none,2,,videos/fFjv93ACGo8.mp4,"How many red socks are above the fireplace at the end of this video?
A. 1.
B. 4.
C. 2.
D. 3.",d,The correct answer is B.,b,0,,,,gemma4it_vmme_uniform16.json,short,Counting Problem
uniform,16,none,3,,videos/N1cdUjctpG8.mp4,"Which of the following features/items is not discussed in the video in relation to the tomb?
A. Inkstone.
B. Niche.
C. Jade.
D. Sacrificial table.",c,"Based on the video provided, the following items are shown or discussed:

*   **Niche:** Shown in the final sequence of images (01:03 to 01:26).
*   **Sacrificial table:** Shown in the interior shots (00:34 to 00:40).
*   **Jade:** The text in the video mentions ""well-preserved"" items, and the visual evidence shows various artifacts, but specifically, the video does not highlight or name an **inkstone**.

Therefore, the correct answer is **A**.",a,0,,,,gemma4it_vmme_uniform16.json,short,Object Recognition
uniform,16,none,4,,videos/N1cdUjctpG8.mp4,"Which of the following reasons motivated the archaeologists to excavate the tomb?
A. Because it's from Ming Dynasty and of specific archaeological significance.
B. Because a new railway line will be built nearby.
C. Because there were treasures inside the tomb.
D. Highway realignment.",d,"Based on the provided images and the context of archaeological discoveries in China, the correct answer is:

**D. Highway realignment.**

While the images show the archaeological significance of the Ming Dynasty tomb, the specific news reports regarding the discovery of this well-preserved tomb in Xinzhou city, Shanxi province, noted that it was uncovered during construction work related to a highway realignment project.",d,1,,,,gemma4it_vmme_uniform16.json,short,Action Reasoning
uniform,16,none,5,,videos/N1cdUjctpG8.mp4,"How many porcelain jars were discovered in the niches located in the primary chamber of the tomb?
A. 4.
B. 9.
C. 5.
D. 13.",b,"Based on the images provided, specifically the second image (00:11), there are 9 porcelain jars visible in the niche of the tomb.

B",b,1,,,,gemma4it_vmme_uniform16.json,short,Counting Problem
uniform,16,none,6,,videos/HIjX8OPuf-w.mp4,"How many national flags appear in the video?
A. 3.
B. 4.
C. 2.
D. 5.",b,The correct answer is C. There are 2 national flags in the video.,c,0,,,,gemma4it_vmme_uniform16.json,short,Counting Problem
uniform,16,none,7,,videos/HIjX8OPuf-w.mp4,"What is the video telling when the burger placed in the upper right corner at the end of the video first appears?
A. Beef with spices came from Russia to Germany.
B. The steak began to be sandwiched between two pieces of bread.
C. Steak burgers spread throughout the United States.
D. The standardization of hamburgers.",c,The correct answer is C. Steak burgers spread throughout the United States.,c,1,,,,gemma4it_vmme_uniform16.json,short,Object Recognition
uniform,16,none,8,,videos/HIjX8OPuf-w.mp4,"In which country is the food featured in the video recognized worldwide?
A. Mongolia.
B. Russia.
C. Germany.
D. United States.",d,The correct answer is D. United States.,d,1,,,,gemma4it_vmme_uniform16.json,short,Object Reasoning
uniform,16,none,9,,videos/HwnB8aCn8yE.mp4,"According to the video, which of the following is considered the earliest stage of human evolution?
A. Ramapithecus.
B. Dryopithecus.
C. Ardipithecus Ramidus.
D. Homo Sapiens.",b,"Based on the video, the earliest stage shown is **Dryopithecus**, which lived 15 to 20 million years ago.

B",b,1,,,,gemma4it_vmme_uniform16.json,short,Temporal Perception
uniform,16,none,10,,videos/HwnB8aCn8yE.mp4,"According to the video, in which state did human's ancestors first begin to walk on two legs?
A. Dryopithecus.
B. Ramapithecus.
C. Ardipithecus Ramidus.
D. Homo Habilis.",b,"Based on the video, the transition to walking on two legs (bipedalism) begins to appear with **Ardipithecus Ramidus**.

While *Dryopithecus* and *Ramapithecus* are shown in a knuckle-walking or more primitive posture, *Ardipithecus Ramidus* is the first in the sequence shown to be depicted in a clear bipedal stance.

C",c,0,,,,gemma4it_vmme_uniform16.json,short,Object Recognition
uniform,16,none,11,,videos/HwnB8aCn8yE.mp4,"Given the information provided by the video, during which stage of human evolution did the regression of body hair occur rapidly?
A. Dryopithecus.
B. Homo Sapiens.
C. Ardipithecus Ramidus.
D. Homo Sapiens Neanderthalensi.",d,"thought
<channel|>Based on the visual progression in the video, the regression of body hair is most noticeable and rapid during the transition to the **Homo Sapiens** stages (starting around 01:17). While the earlier ancestors have significant body hair, the figures representing Homo Sapiens (Archaic, Neanderthalensis, and Modern) show a distinct lack of body hair compared to the previous stages.

B",b,0,,,,gemma4it_vmme_uniform16.json,short,Object Recognition
uniform,16,none,12,,videos/24i4ncHuf6A.mp4,"According to the video, how many individuals were in the car when Archduke Franz Ferdinand was assassinated?
A. Three.
B. Two.
C. One.
D. Four.",a,"Based on the video provided, there is no scene showing the assassination of Archduke Franz Ferdinand or any individuals in a car during that event. The video focuses on the causes of World War I (Militarism, Alliances, Imperialism, and Nationalism) and the formation of the Triple Alliance and Triple Entente.

Therefore, the information required to answer the question is not present in the video.",,0,,,,gemma4it_vmme_uniform16.json,short,Counting Problem
uniform,16,none,13,,videos/24i4ncHuf6A.mp4,"What's the trigger that set off the war mentioned in the video?
A. Militarisim.
B. The assasination of Archduke Franze Fredinand.
C. King Edward III of England's claim to the French throne.
D. Germany's blitzkrieg against Poland.",b,"Based on the video provided, the correct answer is **B. The assassination of Archduke Franz Ferdinand**.

While the video highlights the underlying causes of World War I (Militarism, Alliances, Imperialism, and Nationalism), the specific ""trigger"" or immediate cause that set off the war is the assassination of Archduke Franz Ferdinand (implied by the transition from the causes to the outbreak of the war).",b,1,,,,gemma4it_vmme_uniform16.json,short,Action Reasoning
uniform,16,none,14,,videos/24i4ncHuf6A.mp4,"Which of the following options is incorrect regarding the events in Sarajevo depicted in the video?
A. It was organized by the Black Hand in Serbia.
B. Ferdinand was sitting on the left side of the car.
C. Ferdinand was wearing a white hat.
D. The killer was wearing black suit.",c,"Based on the video provided, the correct answer is **C**.

In the scene depicting the assassination in Sarajevo (around 00:14), Archduke Franz Ferdinand is shown wearing a **dark/black hat**, not a white hat.",c,1,,,,gemma4it_vmme_uniform16.json,short,Attribute Perception
