strategy,nframes,ablation,index,instance_id,video_path,question,gold,model_output,extracted,correct,frame_indices,f2c_scales,error,pred_file
random,4,none,0,0,videos/02_00_0.mp4,Does the person stir faster the first time compared to the second time?,yes,No.,no,0,33 110 325 364,,,motion_o_mb_default_random4.json
random,4,none,1,0,videos/02_00_1.mp4,Does the person stir faster the first time compared to the second time?,no,No.,no,1,100 116 232 247,,,motion_o_mb_default_random4.json
random,4,none,2,0,videos/02_00_0.mp4,Does the person stir slower the first time compared to the second time?,no,No.,no,1,33 110 325 364,,,motion_o_mb_default_random4.json
random,4,none,3,0,videos/02_00_1.mp4,Does the person stir slower the first time compared to the second time?,yes,No.,no,0,100 116 232 247,,,motion_o_mb_default_random4.json
random,4,none,4,1,videos/02_01_0.mp4,Does the drawer close faster the first time compared to the second time?,yes,No.,no,0,91 123 161 177,,,motion_o_mb_default_random4.json
random,4,none,5,1,videos/02_01_1.mp4,Does the drawer close faster the first time compared to the second time?,no,No.,no,1,44 81 116 175,,,motion_o_mb_default_random4.json
random,4,none,6,1,videos/02_01_0.mp4,Does the drawer close slower the first time compared to the second time?,no,No.,no,1,91 123 161 177,,,motion_o_mb_default_random4.json
random,4,none,7,1,videos/02_01_1.mp4,Does the drawer close slower the first time compared to the second time?,yes,No.,no,0,44 81 116 175,,,motion_o_mb_default_random4.json
random,4,none,8,2,videos/02_02_0.mp4,Does the person open their hand faster the first time compared to the second time?,yes,No.,no,0,13 15 40 55,,,motion_o_mb_default_random4.json
random,4,none,9,2,videos/02_02_1.mp4,Does the person open their hand faster the first time compared to the second time?,no,No.,no,1,42 70 90 98,,,motion_o_mb_default_random4.json
random,4,none,10,2,videos/02_02_0.mp4,Does the person open their hand slower the first time compared to the second time?,no,No.,no,1,13 15 40 55,,,motion_o_mb_default_random4.json
random,4,none,11,2,videos/02_02_1.mp4,Does the person open their hand slower the first time compared to the second time?,yes,No.,no,0,42 70 90 98,,,motion_o_mb_default_random4.json
random,4,none,12,3,videos/02_03_0.mp4,Does the person press the pillow faster the first time compared to the second time?,yes,No.,no,0,32 34 53 118,,,motion_o_mb_default_random4.json
random,4,none,13,3,videos/02_03_1.mp4,Does the person press the pillow faster the first time compared to the second time?,no,No.,no,1,1 26 40 72,,,motion_o_mb_default_random4.json
random,4,none,14,3,videos/02_03_0.mp4,Does the person press the pillow slower the first time compared to the second time?,no,No.,no,1,32 34 53 118,,,motion_o_mb_default_random4.json
random,4,none,15,3,videos/02_03_1.mp4,Does the person press the pillow slower the first time compared to the second time?,yes,No.,no,0,1 26 40 72,,,motion_o_mb_default_random4.json
random,4,none,16,4,videos/02_04_0.mp4,"Once off the ramp, does the ball move faster the first time compared to the second time?",yes,No.,no,0,3 36 53 59,,,motion_o_mb_default_random4.json
random,4,none,17,4,videos/02_04_1.mp4,"Once off the ramp, does the ball move faster the first time compared to the second time?",no,No.,no,1,23 28 40 72,,,motion_o_mb_default_random4.json
random,4,none,18,4,videos/02_04_0.mp4,"Once off the ramp, does the ball move slower the first time compared to the second time?",no,No.,no,1,3 36 53 59,,,motion_o_mb_default_random4.json
random,4,none,19,4,videos/02_04_1.mp4,"Once off the ramp, does the ball move slower the first time compared to the second time?",yes,No.,no,0,23 28 40 72,,,motion_o_mb_default_random4.json
random,4,none,20,5,videos/02_05_0.mp4,Does the ball travel faster in the second push compared to the first?,yes,No.,no,0,16 173 236 237,,,motion_o_mb_default_random4.json
random,4,none,21,5,videos/02_05_1.mp4,Does the ball travel faster in the second push compared to the first?,no,No.,no,1,18 76 131 231,,,motion_o_mb_default_random4.json
random,4,none,22,5,videos/02_05_0.mp4,Does the ball travel faster in the first push compared to the second?,no,No.,no,1,16 173 236 237,,,motion_o_mb_default_random4.json
random,4,none,23,5,videos/02_05_1.mp4,Does the ball travel faster in the first push compared to the second?,yes,No.,no,0,18 76 131 231,,,motion_o_mb_default_random4.json
random,4,none,24,6,videos/02_05_0.mp4,Is the first push weaker than the second one?,yes,No.,no,0,16 173 236 237,,,motion_o_mb_default_random4.json
