strategy,nframes,ablation,index,instance_id,video_path,question,gold,model_output,extracted,correct,frame_indices,f2c_scales,error,pred_file
uniform,4,none,0,0,videos/02_00_0.mp4,Does the person stir faster the first time compared to the second time?,yes,No.,no,0,0 126 253 379,,,motion_o_mb_default_uniform4.json
uniform,4,none,1,0,videos/02_00_1.mp4,Does the person stir faster the first time compared to the second time?,no,No.,no,1,0 126 253 379,,,motion_o_mb_default_uniform4.json
uniform,4,none,2,0,videos/02_00_0.mp4,Does the person stir slower the first time compared to the second time?,no,No.,no,1,0 126 253 379,,,motion_o_mb_default_uniform4.json
uniform,4,none,3,0,videos/02_00_1.mp4,Does the person stir slower the first time compared to the second time?,yes,No.,no,0,0 126 253 379,,,motion_o_mb_default_uniform4.json
uniform,4,none,4,1,videos/02_01_0.mp4,Does the drawer close faster the first time compared to the second time?,yes,No.,no,0,0 62 125 187,,,motion_o_mb_default_uniform4.json
uniform,4,none,5,1,videos/02_01_1.mp4,Does the drawer close faster the first time compared to the second time?,no,No.,no,1,0 62 125 187,,,motion_o_mb_default_uniform4.json
uniform,4,none,6,1,videos/02_01_0.mp4,Does the drawer close slower the first time compared to the second time?,no,No.,no,1,0 62 125 187,,,motion_o_mb_default_uniform4.json
uniform,4,none,7,1,videos/02_01_1.mp4,Does the drawer close slower the first time compared to the second time?,yes,No.,no,0,0 62 125 187,,,motion_o_mb_default_uniform4.json
uniform,4,none,8,2,videos/02_02_0.mp4,Does the person open their hand faster the first time compared to the second time?,yes,No.,no,0,0 39 78 117,,,motion_o_mb_default_uniform4.json
uniform,4,none,9,2,videos/02_02_1.mp4,Does the person open their hand faster the first time compared to the second time?,no,No.,no,1,0 39 78 117,,,motion_o_mb_default_uniform4.json
uniform,4,none,10,2,videos/02_02_0.mp4,Does the person open their hand slower the first time compared to the second time?,no,No.,no,1,0 39 78 117,,,motion_o_mb_default_uniform4.json
uniform,4,none,11,2,videos/02_02_1.mp4,Does the person open their hand slower the first time compared to the second time?,yes,No.,no,0,0 39 78 117,,,motion_o_mb_default_uniform4.json
uniform,4,none,12,3,videos/02_03_0.mp4,Does the person press the pillow faster the first time compared to the second time?,yes,No.,no,0,0 47 95 142,,,motion_o_mb_default_uniform4.json
uniform,4,none,13,3,videos/02_03_1.mp4,Does the person press the pillow faster the first time compared to the second time?,no,No.,no,1,0 47 95 142,,,motion_o_mb_default_uniform4.json
uniform,4,none,14,3,videos/02_03_0.mp4,Does the person press the pillow slower the first time compared to the second time?,no,No.,no,1,0 47 95 142,,,motion_o_mb_default_uniform4.json
uniform,4,none,15,3,videos/02_03_1.mp4,Does the person press the pillow slower the first time compared to the second time?,yes,No.,no,0,0 47 95 142,,,motion_o_mb_default_uniform4.json
uniform,4,none,16,4,videos/02_04_0.mp4,"Once off the ramp, does the ball move faster the first time compared to the second time?",yes,No.,no,0,0 27 55 82,,,motion_o_mb_default_uniform4.json
uniform,4,none,17,4,videos/02_04_1.mp4,"Once off the ramp, does the ball move faster the first time compared to the second time?",no,No.,no,1,0 27 55 82,,,motion_o_mb_default_uniform4.json
uniform,4,none,18,4,videos/02_04_0.mp4,"Once off the ramp, does the ball move slower the first time compared to the second time?",no,No.,no,1,0 27 55 82,,,motion_o_mb_default_uniform4.json
uniform,4,none,19,4,videos/02_04_1.mp4,"Once off the ramp, does the ball move slower the first time compared to the second time?",yes,No.,no,0,0 27 55 82,,,motion_o_mb_default_uniform4.json
uniform,4,none,20,5,videos/02_05_0.mp4,Does the ball travel faster in the second push compared to the first?,yes,No.,no,0,0 81 161 242,,,motion_o_mb_default_uniform4.json
uniform,4,none,21,5,videos/02_05_1.mp4,Does the ball travel faster in the second push compared to the first?,no,No.,no,1,0 81 161 242,,,motion_o_mb_default_uniform4.json
uniform,4,none,22,5,videos/02_05_0.mp4,Does the ball travel faster in the first push compared to the second?,no,No.,no,1,0 81 161 242,,,motion_o_mb_default_uniform4.json
uniform,4,none,23,5,videos/02_05_1.mp4,Does the ball travel faster in the first push compared to the second?,yes,No.,no,0,0 81 161 242,,,motion_o_mb_default_uniform4.json
uniform,4,none,24,6,videos/02_05_0.mp4,Is the first push weaker than the second one?,yes,No.,no,0,0 81 161 242,,,motion_o_mb_default_uniform4.json
uniform,4,none,25,6,videos/02_05_1.mp4,Is the first push weaker than the second one?,no,No.,no,1,0 81 161 242,,,motion_o_mb_default_uniform4.json
uniform,4,none,26,6,videos/02_05_0.mp4,Is the first push stronger than the second one?,no,No.,no,1,0 81 161 242,,,motion_o_mb_default_uniform4.json
uniform,4,none,27,6,videos/02_05_1.mp4,Is the first push stronger than the second one?,yes,No.,no,0,0 81 161 242,,,motion_o_mb_default_uniform4.json
uniform,4,none,28,7,videos/09_00_0.mp4,Does the box travel farther in the second push compared to the first?,yes,No.,no,0,0 52 105 157,,,motion_o_mb_default_uniform4.json
uniform,4,none,29,7,videos/09_00_1.mp4,Does the box travel farther in the second push compared to the first?,no,No.,no,1,0 52 105 157,,,motion_o_mb_default_uniform4.json
uniform,4,none,30,7,videos/09_00_0.mp4,Does the box travel farther in the first push compared to the second?,no,No.,no,1,0 52 105 157,,,motion_o_mb_default_uniform4.json
uniform,4,none,31,7,videos/09_00_1.mp4,Does the box travel farther in the first push compared to the second?,yes,No.,no,0,0 52 105 157,,,motion_o_mb_default_uniform4.json
uniform,4,none,32,8,videos/09_00_0.mp4,Is the first push weaker than the second one?,yes,No.,no,0,0 52 105 157,,,motion_o_mb_default_uniform4.json
uniform,4,none,33,8,videos/09_00_1.mp4,Is the first push weaker than the second one?,no,No.,no,1,0 52 105 157,,,motion_o_mb_default_uniform4.json
uniform,4,none,34,8,videos/09_00_0.mp4,Is the first push stronger than the second one?,no,No.,no,1,0 52 105 157,,,motion_o_mb_default_uniform4.json
uniform,4,none,35,8,videos/09_00_1.mp4,Is the first push stronger than the second one?,yes,No.,no,0,0 52 105 157,,,motion_o_mb_default_uniform4.json
uniform,4,none,36,9,videos/09_01_0.mp4,Does the puck travel farther in the second push compared to the first?,yes,No.,no,0,0 40 80 120,,,motion_o_mb_default_uniform4.json
uniform,4,none,37,9,videos/09_01_1.mp4,Does the puck travel farther in the second push compared to the first?,no,No,no,1,0 40 80 120,,,motion_o_mb_default_uniform4.json
uniform,4,none,38,9,videos/09_01_0.mp4,Does the puck travel farther in the first push compared to the second?,no,No.,no,1,0 40 80 120,,,motion_o_mb_default_uniform4.json
uniform,4,none,39,9,videos/09_01_1.mp4,Does the puck travel farther in the first push compared to the second?,yes,No,no,0,0 40 80 120,,,motion_o_mb_default_uniform4.json
uniform,4,none,40,10,videos/09_01_0.mp4,Is the first push weaker than the second one?,yes,"No.

The video shows two pushes of marbles on an inclined surface, and it is clear that the marble in the second push travels further down the incline compared to the first push. This indicates that the force applied for the second push was stronger rather than weaker. Therefore, the answer should be ""No,"" as the question asks if the first push is weaker than the second when this observation contradicts such a claim.",no,0,0 40 80 120,,,motion_o_mb_default_uniform4.json
uniform,4,none,41,10,videos/09_01_1.mp4,Is the first push weaker than the second one?,no,No.,no,1,0 40 80 120,,,motion_o_mb_default_uniform4.json
uniform,4,none,42,10,videos/09_01_0.mp4,Is the first push stronger than the second one?,no,"No.

The video shows two pushes of marbles on an inclined surface, and it appears that both pushes result in similar distances traveled by the marble before rolling off the edge. The speed at which each marble rolls down is consistent with their respective initial velocities from being pushed. Therefore, neither push can be determined to be stronger based solely on this observation; they seem equally strong given how far each marble travels after release. Thus, no definitive answer about strength between them exists within these frames alone without additional context like force measurements etc., but visually comparing distance covered suggests equal effort put into pushing for both cases here presented.",no,1,0 40 80 120,,,motion_o_mb_default_uniform4.json
uniform,4,none,43,10,videos/09_01_1.mp4,Is the first push stronger than the second one?,yes,No.,no,0,0 40 80 120,,,motion_o_mb_default_uniform4.json
uniform,4,none,44,11,videos/09_02_0.mp4,Does the toy car travel farther in the second push compared to the first?,yes,No.,no,0,0 44 89 133,,,motion_o_mb_default_uniform4.json
uniform,4,none,45,11,videos/09_02_1.mp4,Does the toy car travel farther in the second push compared to the first?,no,No.,no,1,0 44 89 133,,,motion_o_mb_default_uniform4.json
uniform,4,none,46,11,videos/09_02_0.mp4,Does the toy car travel farther in the first push compared to the second?,no,No.,no,1,0 44 89 133,,,motion_o_mb_default_uniform4.json
uniform,4,none,47,11,videos/09_02_1.mp4,Does the toy car travel farther in the first push compared to the second?,yes,No.,no,0,0 44 89 133,,,motion_o_mb_default_uniform4.json
uniform,4,none,48,12,videos/09_02_0.mp4,Is the first push weaker than the second one?,yes,No.,no,0,0 44 89 133,,,motion_o_mb_default_uniform4.json
