strategy,nframes,ablation,index,instance_id,video_path,question,gold,model_output,extracted,correct,frame_indices,f2c_scales,error,pred_file
random,1,none,0,0,videos/02_00_0.mp4,Does the person stir faster the first time compared to the second time?,yes,I cannot answer this question because the image only shows a single moment in time and does not provide a sequence of actions to compare.,,0,300,,,gemma4it_mbhuman_random1.json
random,1,none,1,0,videos/02_00_1.mp4,Does the person stir faster the first time compared to the second time?,no,"I cannot answer this question because the image only shows a single moment in time. To determine if the person is stirring faster the first time compared to the second time, I would need to see a video or a sequence of images.",,0,152,,,gemma4it_mbhuman_random1.json
random,1,none,2,0,videos/02_00_0.mp4,Does the person stir slower the first time compared to the second time?,no,I cannot answer this question because the image provided is a single still frame and does not show a sequence of actions or a comparison between a first and second time.,,0,300,,,gemma4it_mbhuman_random1.json
random,1,none,3,0,videos/02_00_1.mp4,Does the person stir slower the first time compared to the second time?,yes,I cannot answer this question because the image provided is a single still frame and does not show a sequence of actions or a comparison between a first and second time.,,0,152,,,gemma4it_mbhuman_random1.json
random,1,none,4,1,videos/02_01_0.mp4,Does the drawer close faster the first time compared to the second time?,yes,I cannot answer this question because the image provided is a static photo and does not show a sequence of actions or a video of the drawer closing.,,0,76,,,gemma4it_mbhuman_random1.json
random,1,none,5,1,videos/02_01_1.mp4,Does the drawer close faster the first time compared to the second time?,no,I cannot answer this question because the image does not show a sequence of events or a video. It is a single still image of a hand touching a drawer handle.,,0,58,,,gemma4it_mbhuman_random1.json
random,1,none,6,1,videos/02_01_0.mp4,Does the drawer close slower the first time compared to the second time?,no,I cannot answer this question because the image provided is a static photo and does not show any movement or a sequence of actions.,,0,76,,,gemma4it_mbhuman_random1.json
random,1,none,7,1,videos/02_01_1.mp4,Does the drawer close slower the first time compared to the second time?,yes,I cannot answer this question because the image is a static photo and does not show the motion or speed of the drawer closing.,,0,58,,,gemma4it_mbhuman_random1.json
random,1,none,8,2,videos/02_02_0.mp4,Does the person open their hand faster the first time compared to the second time?,yes,I cannot answer this question because the video only shows one instance of the person holding the sponge.,,0,87,,,gemma4it_mbhuman_random1.json
random,1,none,9,2,videos/02_02_1.mp4,Does the person open their hand faster the first time compared to the second time?,no,I cannot answer this question because the video only shows one instance of the person opening their hand.,,0,8,,,gemma4it_mbhuman_random1.json
random,1,none,10,2,videos/02_02_0.mp4,Does the person open their hand slower the first time compared to the second time?,no,I cannot answer this question because the video only shows one instance of the person holding the sponge.,,0,87,,,gemma4it_mbhuman_random1.json
random,1,none,11,2,videos/02_02_1.mp4,Does the person open their hand slower the first time compared to the second time?,yes,I cannot answer this question because the video only shows one instance of the person opening their hand.,,0,8,,,gemma4it_mbhuman_random1.json
random,1,none,12,3,videos/02_03_0.mp4,Does the person press the pillow faster the first time compared to the second time?,yes,I cannot answer this question because the image does not show a sequence of actions or a comparison between two different times. It is a single still image.,,0,28,,,gemma4it_mbhuman_random1.json
random,1,none,13,3,videos/02_03_1.mp4,Does the person press the pillow faster the first time compared to the second time?,no,I cannot answer this question because there is no video or sequence of actions provided to compare. The image is a single still photo of a pillow.,no,1,133,,,gemma4it_mbhuman_random1.json
random,1,none,14,3,videos/02_03_0.mp4,Does the person press the pillow slower the first time compared to the second time?,no,I cannot answer this question because the video only shows one instance of the person pressing the pillow.,,0,28,,,gemma4it_mbhuman_random1.json
random,1,none,15,3,videos/02_03_1.mp4,Does the person press the pillow slower the first time compared to the second time?,yes,I cannot answer this question because there is no video or sequence of actions provided to compare. The image is a single still photo of a pillow on a bed.,no,0,133,,,gemma4it_mbhuman_random1.json
random,1,none,16,4,videos/02_04_0.mp4,"Once off the ramp, does the ball move faster the first time compared to the second time?",yes,No,no,0,10,,,gemma4it_mbhuman_random1.json
random,1,none,17,4,videos/02_04_1.mp4,"Once off the ramp, does the ball move faster the first time compared to the second time?",no,No,no,1,50,,,gemma4it_mbhuman_random1.json
random,1,none,18,4,videos/02_04_0.mp4,"Once off the ramp, does the ball move slower the first time compared to the second time?",no,I cannot answer this question because the video does not show the ball moving off the ramp a second time.,,0,10,,,gemma4it_mbhuman_random1.json
random,1,none,19,4,videos/02_04_1.mp4,"Once off the ramp, does the ball move slower the first time compared to the second time?",yes,No,no,0,50,,,gemma4it_mbhuman_random1.json
random,1,none,20,5,videos/02_05_0.mp4,Does the ball travel faster in the second push compared to the first?,yes,I cannot answer this question because there is no video or sequence of events showing a ball being pushed twice. The image provided is a single still frame showing a stationary red ball on a table.,no,0,83,,,gemma4it_mbhuman_random1.json
random,1,none,21,5,videos/02_05_1.mp4,Does the ball travel faster in the second push compared to the first?,no,I cannot answer this question because the video is missing. Please provide the video so I can analyze the ball's movement.,,0,178,,,gemma4it_mbhuman_random1.json
random,1,none,22,5,videos/02_05_0.mp4,Does the ball travel faster in the first push compared to the second?,no,I cannot answer this question because there is no video or sequence of events showing a ball being pushed twice. The image provided is a single still frame showing a stationary red ball on a table.,no,1,83,,,gemma4it_mbhuman_random1.json
random,1,none,23,5,videos/02_05_1.mp4,Does the ball travel faster in the first push compared to the second?,yes,I cannot answer this question because the video is missing. Please provide the video so I can analyze the ball's movement.,,0,178,,,gemma4it_mbhuman_random1.json
random,1,none,24,6,videos/02_05_0.mp4,Is the first push weaker than the second one?,yes,"I cannot answer this question because there is no movement or ""push"" shown in the image. It is a static photo of a desk.",no,0,83,,,gemma4it_mbhuman_random1.json
random,1,none,25,6,videos/02_05_1.mp4,Is the first push weaker than the second one?,no,I cannot answer this question because there is no video or sequence of actions provided to compare. The image is a single still frame showing a red ball on a white table.,no,1,178,,,gemma4it_mbhuman_random1.json
random,1,none,26,6,videos/02_05_0.mp4,Is the first push stronger than the second one?,no,"I cannot answer this question because there is no movement or ""push"" shown in the image. The image is a static photo of a desk.",no,1,83,,,gemma4it_mbhuman_random1.json
random,1,none,27,6,videos/02_05_1.mp4,Is the first push stronger than the second one?,yes,I cannot answer this question because there is no video or sequence of actions provided to compare. The image shows a single still frame of a red ball on a table.,no,0,178,,,gemma4it_mbhuman_random1.json
random,1,none,28,7,videos/09_00_0.mp4,Does the box travel farther in the second push compared to the first?,yes,I cannot answer this question because the video is missing. Please provide the video so I can analyze the movement of the box.,,0,77,,,gemma4it_mbhuman_random1.json
random,1,none,29,7,videos/09_00_1.mp4,Does the box travel farther in the second push compared to the first?,no,I cannot answer this question because the video is missing. Please provide the video so I can analyze the movement of the box.,,0,5,,,gemma4it_mbhuman_random1.json
random,1,none,30,7,videos/09_00_0.mp4,Does the box travel farther in the first push compared to the second?,no,I cannot answer this question because the video is missing. Please provide the video so I can analyze the movement of the box.,,0,77,,,gemma4it_mbhuman_random1.json
random,1,none,31,7,videos/09_00_1.mp4,Does the box travel farther in the first push compared to the second?,yes,I cannot answer this question because the video is missing. Please provide the video so I can analyze the movement of the box.,,0,5,,,gemma4it_mbhuman_random1.json
random,1,none,32,8,videos/09_00_0.mp4,Is the first push weaker than the second one?,yes,I cannot answer this question because there is no video or sequence of actions provided to compare. The image is a single still frame showing a box on a table.,no,0,77,,,gemma4it_mbhuman_random1.json
random,1,none,33,8,videos/09_00_1.mp4,Is the first push weaker than the second one?,no,I cannot answer this question because there is no video or sequence of actions provided to compare. The image is a single still frame showing a box on a table.,no,1,5,,,gemma4it_mbhuman_random1.json
random,1,none,34,8,videos/09_00_0.mp4,Is the first push stronger than the second one?,no,I cannot answer this question because there is no video or sequence of actions provided to compare. The image is a single still frame showing a box on a table.,no,1,77,,,gemma4it_mbhuman_random1.json
random,1,none,35,8,videos/09_00_1.mp4,Is the first push stronger than the second one?,yes,I cannot answer this question because there is no video or sequence of actions provided to compare. The image is a single still frame showing a box on a table.,no,0,5,,,gemma4it_mbhuman_random1.json
random,1,none,36,9,videos/09_01_0.mp4,Does the puck travel farther in the second push compared to the first?,yes,No,no,0,27,,,gemma4it_mbhuman_random1.json
random,1,none,37,9,videos/09_01_1.mp4,Does the puck travel farther in the second push compared to the first?,no,No,no,1,9,,,gemma4it_mbhuman_random1.json
random,1,none,38,9,videos/09_01_0.mp4,Does the puck travel farther in the first push compared to the second?,no,No,no,1,27,,,gemma4it_mbhuman_random1.json
random,1,none,39,9,videos/09_01_1.mp4,Does the puck travel farther in the first push compared to the second?,yes,No,no,0,9,,,gemma4it_mbhuman_random1.json
random,1,none,40,10,videos/09_01_0.mp4,Is the first push weaker than the second one?,yes,No,no,0,27,,,gemma4it_mbhuman_random1.json
random,1,none,41,10,videos/09_01_1.mp4,Is the first push weaker than the second one?,no,I cannot answer this question because there is no video or sequence of actions provided to compare. The image is a single frame showing a person's hand near a small object on a table.,no,1,9,,,gemma4it_mbhuman_random1.json
random,1,none,42,10,videos/09_01_0.mp4,Is the first push stronger than the second one?,no,I cannot answer this question because there is no video or sequence of pushes provided to compare. The image shows a single frame of a person's hand near a small object on a table.,no,1,27,,,gemma4it_mbhuman_random1.json
random,1,none,43,10,videos/09_01_1.mp4,Is the first push stronger than the second one?,yes,I cannot answer this question because there is no video or sequence of actions provided to compare. The image shows a single moment in time.,no,0,9,,,gemma4it_mbhuman_random1.json
random,1,none,44,11,videos/09_02_0.mp4,Does the toy car travel farther in the second push compared to the first?,yes,I cannot answer this question because the video only shows one push of the toy car.,,0,48,,,gemma4it_mbhuman_random1.json
random,1,none,45,11,videos/09_02_1.mp4,Does the toy car travel farther in the second push compared to the first?,no,No,no,1,83,,,gemma4it_mbhuman_random1.json
random,1,none,46,11,videos/09_02_0.mp4,Does the toy car travel farther in the first push compared to the second?,no,I cannot answer this question because the video does not show a second push.,,0,48,,,gemma4it_mbhuman_random1.json
random,1,none,47,11,videos/09_02_1.mp4,Does the toy car travel farther in the first push compared to the second?,yes,No,no,0,83,,,gemma4it_mbhuman_random1.json
random,1,none,48,12,videos/09_02_0.mp4,Is the first push weaker than the second one?,yes,I cannot answer this question because there is no video or sequence of actions provided to compare. The image shows a single static frame of a small blue and wood-colored object on a surface.,no,0,48,,,gemma4it_mbhuman_random1.json
random,1,none,49,12,videos/09_02_1.mp4,Is the first push weaker than the second one?,no,No,no,1,83,,,gemma4it_mbhuman_random1.json
random,1,none,50,12,videos/09_02_0.mp4,Is the first push stronger than the second one?,no,I cannot answer this question because there is only one push shown in the video.,,0,48,,,gemma4it_mbhuman_random1.json
random,1,none,51,12,videos/09_02_1.mp4,Is the first push stronger than the second one?,yes,I cannot answer this question because the video does not show two separate pushes. It only shows a single push.,,0,83,,,gemma4it_mbhuman_random1.json
random,1,none,52,13,videos/09_03_0.mp4,Does the ball travel farther in the second push compared to the first?,yes,I cannot answer this question because the video is missing. Please provide the video so I can analyze the movement of the ball.,,0,29,,,gemma4it_mbhuman_random1.json
