strategy,nframes,ablation,index,instance_id,video_path,question,gold,model_output,extracted,correct,frame_indices,f2c_scales,error,pred_file
hornet,16,none,0,0,videos/02_00_0.mp4,Does the person stir faster the first time compared to the second time?,yes,No,no,0,0 36 146 158 171 195 207 232 256 293 317 330 342 354 366 379,,,gpt_5_6_luna_mbhuman_hornet16.json
hornet,16,none,1,0,videos/02_00_1.mp4,Does the person stir faster the first time compared to the second time?,no,No,no,1,0 12 48 73 97 134 158 171 183 195 207 220 256 354 366 379,,,gpt_5_6_luna_mbhuman_hornet16.json
hornet,16,none,2,0,videos/02_00_0.mp4,Does the person stir slower the first time compared to the second time?,no,No,no,1,0 36 146 158 171 195 207 232 256 293 317 330 342 354 366 379,,,gpt_5_6_luna_mbhuman_hornet16.json
hornet,16,none,3,0,videos/02_00_1.mp4,Does the person stir slower the first time compared to the second time?,yes,No,no,0,0 12 48 73 97 134 158 171 183 195 207 220 256 354 366 379,,,gpt_5_6_luna_mbhuman_hornet16.json
hornet,16,none,4,1,videos/02_01_0.mp4,Does the drawer close faster the first time compared to the second time?,yes,No,no,0,24 30 36 42 48 102 108 114 120 126 132 138 144 150 156 162,,,gpt_5_6_luna_mbhuman_hornet16.json
hornet,16,none,5,1,videos/02_01_1.mp4,Does the drawer close faster the first time compared to the second time?,no,No,no,1,36 42 48 54 60 66 72 78 84 90 96 150 156 168 174 180,,,gpt_5_6_luna_mbhuman_hornet16.json
hornet,16,none,6,1,videos/02_01_0.mp4,Does the drawer close slower the first time compared to the second time?,no,Yes,yes,0,24 30 36 42 48 102 108 114 120 126 132 138 144 150 156 162,,,gpt_5_6_luna_mbhuman_hornet16.json
hornet,16,none,7,1,videos/02_01_1.mp4,Does the drawer close slower the first time compared to the second time?,yes,No,no,0,36 42 48 54 60 66 72 78 84 90 96 150 156 168 174 180,,,gpt_5_6_luna_mbhuman_hornet16.json
hornet,16,none,8,2,videos/02_02_0.mp4,Does the person open their hand faster the first time compared to the second time?,yes,No,no,0,56 60 64 71 75 79 83 86 90 94 98 101 105 109 113 117,,,gpt_5_6_luna_mbhuman_hornet16.json
hornet,16,none,9,2,videos/02_02_1.mp4,Does the person open their hand faster the first time compared to the second time?,no,No,no,1,26 33 37 41 45 49 52 56 60 64 67 71 75 79 83 86,,,gpt_5_6_luna_mbhuman_hornet16.json
